loadsmart_id|quote_date|book_date|source_date|pickup_date|delivery_date|book_price|source_price|pnl|mileage|carrier_rating|sourcing_channel|vip_carrier|carrier_dropped_us_count|carrier_on_time_to_pickup|carrier_on_time_to_delivery|carrier_on_time_overall|pickup_appointment_time|delivery_appointment_time|has_mobile_app_tracking|has_mobile_app_tracking.1|has_macropoint_tracking|has_edi_tracking|contracted_load|load_booked_autonomously|load_sourced_autonomously|load_was_cancelled|loadsmart_key|lane_id|pickup|delivery|equipment_type_id|carrier_id|shipper_id
206431033|2017-12-15 13:08:00|2017-12-15 13:09:00|2017-12-15 13:44:00|2017-12-15 11:00:00|2017-12-21 02:00:00|8922.51|8500.0|422.51|2753.5|-1.0|dat_in|False|0|1.0|1.0|1.0|2017-12-15 20:00:00|2017-12-21 00:00:00|False|False|False|False|False|False|False|False|206431033SHIPPER 758CARRIER 605817|0|Hood River,OR|Upper Marlboro,MD|0|0|0
206521177|2017-11-20 09:32:00|2017-11-20 09:32:00|2017-11-21 09:46:00|2017-11-21 14:00:00|2017-11-27 16:00:00|8726.17|4000.0|4726.17|2331.3|-1.0|-1|False|0|1.0|1.0|1.0|2017-11-21 14:00:00|2017-11-27 17:00:00|False|False|False|False|False|False|False|False|206521177SHIPPER 1644CARRIER 1396487|1|Etowah,TN|Reno,NV|1|1|1
206694049|2017-06-01 18:04:00|2017-06-01 18:04:00|2017-06-02 15:11:00|2017-06-03 02:00:00|2017-06-09 04:10:00|8548.19|8220.0|328.19|3013.4|-1.0|-1|False|0|1.0|1.0|1.0|2017-06-03 02:00:00|2017-06-08 23:00:00|False|False|False|False|False|False|False|False|206694049SHIPPER 758CARRIER 1044585|2|Salinas,CA|Upper Marlboro,MD|0|2|0
206553113|2017-11-20 09:10:00|2017-11-20 09:10:00|2017-11-20 12:39:00|2017-11-22 17:00:00|2017-11-28 19:00:00|8409.27|5000.0|3409.27|2082.3|-1.0|-1|False|0|1.0|1.0|1.0|2017-11-22 17:00:00|2017-11-28 19:00:00|False|False|False|False|False|False|False|False|206553113SHIPPER 1644CARRIER 738|3|Montpelier,OH|Reno,NV|1|3|1
206518817|2017-09-25 15:07:00|2017-09-25 15:07:00|2017-09-26 09:05:00|2017-09-26 17:00:00|2017-10-02 11:55:00|8351.95|5500.0|2851.95|2847.7|-1.0|-1|False|0|1.0|1.0|1.0|2017-09-26 17:00:00|2017-10-02 10:00:00|False|False|False|False|False|False|False|False|206518817SHIPPER 1644CARRIER 14533|4|Newark,DE|Portland,OR|1|4|1
206427025|2017-12-19 16:30:00|2017-12-19 16:30:00|2017-12-20 10:38:00|2017-12-23 15:00:00|2018-01-04 12:00:00|8140.88|11050.0|-2909.12|2863.1|-1.0|-1|False|0|1.0|1.0|1.0|2017-12-23 15:00:00|2017-12-29 14:00:00|False|False|False|False|False|False|False|False|206427025SHIPPER 1644CARRIER 1695246|5|Maxton,NC|Portland,OR|1|5|1
206478177|2017-10-30 12:47:00|2017-10-30 12:47:00|2017-10-31 11:24:00|2017-10-31 14:00:00|2017-11-03 10:00:00|7940.21|6100.0|1840.21|0.0|-1.0|-1|False|0|1.0|1.0|1.0|2017-10-31 14:00:00|2017-11-03 12:00:00|False|False|False|False|False|False|False|False|206478177SHIPPER 1644CARRIER 968589|5|Maxton,NC|Portland,OR|1|6|1
206754337|2017-12-29 12:07:00|2017-12-29 12:07:00|2018-01-02 13:56:00|2018-01-03 08:00:00|2018-01-05 03:10:00|7928.8|6000.0|1928.8|2852.8|-1.0|dat_in|False|0|1.0|1.0|1.0|2018-01-03 09:00:00|2018-01-05 01:00:00|False|False|False|False|False|False|False|False|206754337SHIPPER 1644CARRIER 1695502|6|Manning,SC|Portland,OR|1|7|1
206424601|2017-11-20 09:00:00|2017-11-20 09:00:00|2017-11-20 12:33:00|2017-11-21 13:00:00|2017-11-27 13:30:00|7784.82|5000.0|2784.82|2082.3|-1.0|-1|False|0|1.0|1.0|1.0|2017-11-21 13:00:00|2017-11-27 17:00:00|False|False|False|False|False|False|False|False|206424601SHIPPER 1644CARRIER 738|3|Montpelier,OH|Reno,NV|1|3|1
206554617|2017-11-20 09:21:00|2017-11-20 09:21:00|2017-11-20 12:33:00|2017-11-22 12:00:00|2017-11-28 19:00:00|7784.82|5000.0|2784.82|2082.3|-1.0|-1|False|0|1.0|1.0|1.0|2017-11-22 12:00:00|2017-11-28 19:00:00|False|False|False|False|False|False|False|False|206554617SHIPPER 1644CARRIER 738|3|Montpelier,OH|Reno,NV|1|3|1
206486537|2017-09-28 11:26:00|2017-09-28 11:26:00|2017-09-29 19:21:00|2017-09-29 16:00:00|2017-10-03 10:00:00|7700.0|7500.0|200.0|2509.6|-1.0|-1|False|1|1.0|1.0|1.0|2017-09-29 22:00:00|2017-10-03 11:00:00|False|False|False|False|False|False|False|False|206486537SHIPPER 585CARRIER 749107|7|Santa Ana,CA|Plant City,FL|1|8|2
206432441|2017-12-22 11:35:00|2017-12-22 11:35:00|2017-12-22 13:07:00|2017-12-22 16:00:00|2017-12-26 13:34:00|7632.35|6000.0|1632.35|1607.7|-1.0|dat_in|False|0|1.0|1.0|1.0|2017-12-22 16:00:00|2017-12-26 12:00:00|False|False|False|False|False|False|False|False|206432441SHIPPER 1644CARRIER 1049651|8|Trenton,MO|Reno,NV|1|9|1
206490537|2017-10-17 16:49:00|2017-10-17 16:49:00|2017-10-18 16:28:00|2017-10-19 14:00:00|2017-10-23 14:30:00|7596.23|5780.0|1816.23|2863.1|-1.0|-1|True|0|1.0|1.0|1.0|2017-10-19 14:00:00|2017-10-23 09:00:00|False|False|False|False|False|False|False|False|206490537SHIPPER 1644CARRIER 1229009|5|Maxton,NC|Portland,OR|1|10|1
206429353|2017-10-05 10:52:00|2017-10-05 10:52:00|2017-10-06 11:27:00|2017-10-06 12:00:00|2017-10-09 12:30:00|7500.0|7000.0|500.0|2509.6|-1.0|-1|False|0|0.0|1.0|1.0|2017-10-06 12:00:00|2017-10-09 10:00:00|False|False|False|False|False|False|False|False|206429353SHIPPER 585CARRIER 1019564|7|Santa Ana,CA|Plant City,FL|0|11|2
206558993|2017-05-18 18:48:00|2017-05-18 18:48:00|2017-05-19 13:30:00|2017-05-20 13:00:00|2017-05-25 23:55:00|7479.33|7500.0|-20.67|3008.0|-1.0|-1|False|0|1.0|1.0|1.0|2017-05-20 13:00:00|2017-05-25 23:00:00|False|False|False|False|False|False|False|False|206558993SHIPPER 758CARRIER 1027120|2|Salinas,CA|Upper Marlboro,MD|0|12|0
206426897|2017-05-18 17:16:00|2017-05-18 17:16:00|2017-05-22 11:45:00|2017-05-22 11:00:00|2017-05-25 23:55:00|7475.63|7500.0|-24.37|2948.9|-1.0|-1|False|1|1.0|1.0|1.0|2017-05-23 00:00:00|2017-05-25 23:00:00|False|False|False|False|False|False|False|False|206426897SHIPPER 758CARRIER 1695273|9|Gonzales,CA|Upper Marlboro,MD|0|13|0
206512777|2017-11-05 19:46:00|2017-11-05 19:46:00|2017-11-06 12:37:00|2017-11-10 15:00:00|2017-11-17 17:00:00|7409.97|5000.0|2409.97|2591.7|-1.0|-1|False|0|1.0|1.0|1.0|2017-11-10 15:00:00|2017-11-14 18:00:00|False|False|False|False|False|False|False|False|206512777SHIPPER 1644CARRIER 1058714|10|Lakewood,NY|Portland,OR|1|14|1
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1249CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|3
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1375CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|4
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1386CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|5
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1248CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|6
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1387CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|7
206437137|2017-12-04 17:01:00|2017-12-04 17:01:00|2017-12-07 16:41:00|2017-12-07 15:00:00|2017-12-12 05:00:00|7402.38|7500.0|-97.62|2847.9|-1.0|carrier_capacity|False|1|0.0|1.0|0.0|2017-12-07 15:00:00|2017-12-12 04:00:00|False|False|False|False|False|False|False|False|206437137SHIPPER 1388CARRIER 1695748|11|Fairfield,CA|Newark,NJ|0|15|8
206513177|2017-12-28 19:43:00|2017-12-28 19:43:00|2018-01-02 16:38:00|2018-01-03 11:00:00|2018-01-08 08:03:00|7371.42|7500.0|-128.58|2702.1|-1.0|-1|False|0|1.0|1.0|1.0|2018-01-03 15:00:00|2018-01-08 04:00:00|False|False|False|False|False|False|False|False|206513177SHIPPER 758CARRIER 1333902|12|Yakima,WA|Upper Marlboro,MD|0|16|0
206709073|2017-10-05 10:56:00|2017-10-05 10:56:00|2017-10-06 12:57:00|2017-10-09 15:00:00|2017-10-12 09:00:00|7250.0|7000.0|250.0|2509.6|-1.0|-1|False|0|1.0|1.0|1.0|2017-10-09 15:00:00|2017-10-12 08:00:00|False|False|False|False|False|False|False|False|206709073SHIPPER 585CARRIER 1695547|7|Santa Ana,CA|Plant City,FL|0|17|2
206554409|2017-10-24 08:45:00|2017-10-24 08:45:00|2017-10-24 11:16:00|2017-10-24 12:00:00|2017-10-30 14:00:00|7232.42|0.0|0.0|2777.3|-1.0|-1|True|0|1.0|0.0|0.0|2017-10-24 12:00:00|2017-10-27 12:00:00|False|False|False|False|False|False|False|False|206554409SHIPPER 1644CARRIER 1197981|13|Concord,NC|Portland,OR|1|18|1
206506609|2017-11-03 15:05:00|2017-11-03 15:06:00|2017-11-14 09:41:00|2017-11-14 03:05:00|2017-11-17 15:35:00|7144.96|9500.0|-2355.04|3069.0|-1.0|-1|False|0|1.0|0.0|0.0|2017-11-15 02:55:00|2017-11-17 09:30:00|False|False|False|False|False|False|False|False|206506609SHIPPER 832CARRIER 74718|14|Delano,CA|Methuen,MA|0|19|9
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1249CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|3
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1375CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|4
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1386CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|5
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1248CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|6
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1387CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|7
206516521|2017-12-12 16:49:00|2017-12-12 16:49:00|2017-12-15 15:45:00|2017-12-15 15:00:00|2017-12-19 08:37:00|7110.37|7200.0|-89.63|2733.2|-1.0|-1|False|1|1.0|1.0|1.0|2017-12-15 21:00:00|2017-12-19 23:55:00|False|False|False|False|False|False|False|False|206516521SHIPPER 1388CARRIER 1067308|15|Fairfield,CA|Jacksonville,FL|0|20|8
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1249CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|3
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1375CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|4
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1386CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|5
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1248CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|6
206428753|2017-12-05 16:39:00|2017-12-05 16:39:00|2017-12-06 09:10:00|2017-12-06 17:00:00|2017-12-11 18:25:00|7079.49|6700.0|379.49|2733.2|-1.0|source_list|False|0|0.0|1.0|0.0|2017-12-06 17:00:00|2017-12-11 23:00:00|False|False|False|False|False|False|False|False|206428753SHIPPER 1387CARRIER 1416491|15|Fairfield,CA|Jacksonville,FL|0|21|7
